Title,Date
Bob's Burgers: Season 5: Late Afternoon in the Garden of Bob and Louise,6/25/2016
Bob's Burgers: Season 5: Speakeasy Rider,6/25/2016
Orange Is the New Black: Season 1: I Wasn't Ready,6/25/2016
"Fuller House: Season 1: Our Very First Show, Again",6/25/2016
Ali G Indahouse,6/25/2016
Futurama: Season 5: The Route of All Evil,6/16/2016
Futurama: Season 5: Jurassic Bark,6/16/2016
 ,6/14/2016
72 Dangerous Places to Live: Time & Tide,6/14/2016
A Lonely Place to Die,6/6/2016
A Girl Like Her,6/6/2016
Prescription Thugs,6/3/2016
Family Guy: Season 5: Stewie Loves Lois,5/19/2016
Family Guy: Season 4: Stu and Stewie's Excellent Adventure,5/19/2016
Family Guy: Season 4: Bango Was His Name Oh!,5/19/2016
Family Guy: Season 4: Stewie B. Goode,5/18/2016
Family Guy: Season 4: The Griffin Family History,5/18/2016
Family Guy: Season 4: Petergeist,5/18/2016
Family Guy: Season 4: You May Now Kiss the... Uh... Guy Who Receives,5/18/2016
Family Guy: Season 4: Peterotica,5/18/2016
Family Guy: Season 4: Deep Throats,5/16/2016
Family Guy: Season 4: Patriot Games,5/12/2016
Family Guy: Season 4: Brian Sings and Swings,5/12/2016
Family Guy: Season 4: Sibling Rivalry,5/12/2016
"Family Guy: Season 4: I Take Thee, Quagmire",5/11/2016
Family Guy: Season 4: The Courtship of Stewie's Father,5/9/2016
Family Guy: Season 4: Brian Goes Back to College,5/9/2016
Family Guy: Season 4: PTV,5/9/2016
Family Guy: Season 4: Jungle Love,5/9/2016
Unbreakable Kimmy Schmidt: Season 2: Kimmy Kidnaps Gretchen!,5/8/2016
Unbreakable Kimmy Schmidt: Season 2: Kimmy Goes to a Play!,5/8/2016
First Response,5/8/2016
Wentworth: Season 3: Blood and Fire,5/8/2016
Wentworth: Season 3: The Living and The Dead,5/8/2016
Mystic River,5/7/2016
Run Boy Run,5/7/2016
The Physician,5/6/2016
The Right Stuff,5/6/2016
We Were Soldiers,5/6/2016
Saints and Soldiers,5/6/2016
Family Guy: Season 4: The Perfect Castaway,5/6/2016
Family Guy: Season 4: Peter's Got Woods,4/30/2016
Family Guy: Season 4: Model Misbehavior,4/30/2016
Family Guy: Season 4: Breaking Out Is Hard to Do,4/30/2016
Family Guy: Season 4: 8 Simple Rules for Buying My Teenage Daughter,4/29/2016
Family Guy: Season 4: Brian the Bachelor,4/29/2016
Family Guy: Season 4: Petarded,4/29/2016
Family Guy: Season 4: The Cleveland-Loretta Quagmire,4/28/2016
Family Guy: Season 4: Don't Make Me Over,4/28/2016
Family Guy: Season 4: Blind Ambition,4/27/2016
Family Guy: Season 4: Fast Times at Buddy Cianci Jr. High,4/27/2016
Family Guy: Season 4: North By North Quahog,4/25/2016
Family Guy: Season 3: When You Wish Upon a Weinstein,4/25/2016
"Family Guy: Season 3: Family Guy, Viewer Mail #1",4/25/2016
Unbreakable Kimmy Schmidt: Season 2: Kimmy Goes on a Playdate!,4/25/2016
Unbreakable Kimmy Schmidt: Season 2: Kimmy Goes Roller Skating!,4/25/2016
God's Pocket,4/25/2016
Bob's Burgers: Human Flesh,4/25/2016
Deep Impact,4/24/2016
The Little Rascals,4/22/2016
Across the Universe,4/22/2016
Family Guy: Season 3: European Road Show,4/22/2016
"Family Guy: Season 3: Stuck Together, Torn Apart",4/22/2016
Family Guy: Season 3: From Method to Madness,4/22/2016
Family Guy: Season 3: Brian Wallows and Peter's Swallows,4/22/2016
Sixteen Blocks,4/21/2016
Family Guy: Season 3: A Very Special Family Guy Freakin' Christmas,4/21/2016
"Family Guy: Season 3: Ready, Willing and Disabled",4/21/2016
"Family Guy: Season 3: Peter Griffin: Husband, Father... Brother?",4/21/2016
Family Guy: Season 3: Screwed the Pooch,4/21/2016
Family Guy: Season 3: To Love and Die in Dixie,4/21/2016
Parenthood: Season 6: May God Bless and Keep You Always,4/20/2016
Family Guy: Season 3: Emission Impossible,4/19/2016
Family Guy: Season 3: A Fish Out of Water,4/19/2016
Parenthood: Season 6: We Made It Through the Night,4/19/2016
Family Guy: Season 3: Mr. Saturday Knight,4/19/2016
Family Guy: Season 3: The Kiss Seen Around the World,4/19/2016
Blue Bloods: Brothers,4/19/2016
Gridiron Gang,4/19/2016
Parenthood: Season 6: Let's Go Home,4/19/2016
Family Guy: Season 3: Lethal Weapons,4/18/2016
Family Guy: Season 3: Death Lives,4/18/2016
Family Guy: Season 3: And the Weiner Is..,4/18/2016
Parenthood: Season 6: How Did We Get Here?,4/18/2016
Parenthood: Season 6: Lean In,4/18/2016
"Family Guy: Season 3: One If By Clam, Two If By Sea",4/17/2016
Family Guy: Season 3: Mr. Griffin Goes to Washington,4/17/2016
Family Guy: Season 3: Brian Does Hollywood,4/17/2016
Family Guy: Season 3: The Thin White Line,4/17/2016
Family Guy: Season 2: Fore Father,4/17/2016
Parenthood: Season 6: Aaron Brownstein Must Be Stopped,4/16/2016
Parenthood: Season 6: These Are The Times We Live In,4/16/2016
Happy Tree Friends: One Foot in the Grave,4/15/2016
The Perfect Storm,4/15/2016
Family Guy: Season 2: Wasted Talent,4/14/2016
Family Guy: Season 2: The Story on Page One,4/14/2016
Family Guy: Season 2: E. Peterbus Unum,4/14/2016
Parenthood: Season 6: Too Big to Fail,4/13/2016
Kilo Two Bravo,4/13/2016
Family Guy: Season 2: He's Too Sexy For His Fat,4/13/2016
Family Guy: Season 2: There's Something About Paulie,4/13/2016
"Family Guy: Season 2: Dammit, Janet",4/13/2016
Family Guy: Season 2: Let's Go to the Hop,4/11/2016
Parenthood: Season 6: The Scale of Affection is Fluid,4/10/2016
Fixer Upper: Young Family Takes on History,4/10/2016
Parenthood: Season 6: A Potpourri of Freaks,4/9/2016
Parenthood: Season 6: The Waiting Room,4/9/2016
Naked Among Wolves,4/9/2016
Elizabeth,4/9/2016
Family Guy: Season 2: Road to Rhode Island,4/8/2016
Family Guy: Season 2: Fifteen Minutes of Shame,4/8/2016
Family Guy: Season 2: A Picture Is Worth a Thousand Bucks,4/8/2016
Family Guy: Season 2: Running Mates,4/7/2016
"Family Guy: Season 2: If I'm Dyin', I'm Lyin'",4/7/2016
"Parenthood: Season 6: Happy Birthday, Zeek",4/5/2016
"Family Guy: Season 2: I Am Peter, Hear Me Roar",4/5/2016
Family Guy: Season 2: The King Is Dead,4/5/2016
Family Guy: Season 2: Death Is a Bitch,4/4/2016
Trailer Park Boys: Season 10: Looks Like the Liquor Wins,4/1/2016
Trailer Park Boys: Season 10: Thugged Out Gangsta Sh*t,4/1/2016
Trailer Park Boys: Season 10: The Super Bling Cowboy,4/1/2016
"Underworld, Inc.: Season 2: Fracking Hell",4/1/2016
"Underworld, Inc.: Season 2: The Money Laundry",4/1/2016
"Underworld, Inc.: Season 2: The Organ Trade",4/1/2016
"Underworld, Inc.: Sex for Sale",4/1/2016
"Underworld, Inc.: Season 2: Moonshine Mayhem",3/31/2016
Parenthood: Season 6: Vegas,3/31/2016
Family Guy: Season 13: #JOLO,3/28/2016
Family Guy: Season 13: Dr. C & the Women,3/28/2016
Family Guy: Season 13: Stewie Is Enceinte,3/26/2016
Family Guy: Season 13: Encyclopedia Griffin,3/26/2016
Family Guy: Season 13: Quagmire's Mom,3/25/2016
Family Guy: Season 13: This Little Piggy,3/24/2016
Family Guy: Season 13: Our Idiot Brian,3/24/2016
Marvel's Daredevil: Season 2: Penny and Dime,3/23/2016
Marvel's Daredevil: Season 2: New York's Finest,3/23/2016
Marvel's Daredevil: Season 2: Dogs to a Gunfight,3/23/2016
Marvel's Daredevil: Cut Man,3/23/2016
"Family Guy: Season 13: Stewie, Chris & Brian's Excellent Adventure",3/23/2016
Primal Fear,3/20/2016
Family Guy: Season 13: Turkey Guys,3/20/2016
Family Guy: Season 13: Brian the Closer,3/20/2016
Family Guy: Season 13: The 2000-Year-Old Virgin,3/20/2016
Family Guy: Season 13: Baking Bad,3/19/2016
Family Guy: Season 13: Book of Joe,3/19/2016
Family Guy: Season 13: The Simpsons Guy: Part 2,3/19/2016
Family Guy: Season 13: The Simpsons Guy: Part 1,3/19/2016
Making a Murderer: Part 1: Eighteen Years Lost,3/17/2016
"Crouching Tiger, Hidden Dragon: Sword of Destiny",3/17/2016
House of Cards: Season 4: Chapter 51,3/17/2016
House of Cards: Season 4: Chapter 50,3/17/2016
Forget and Forgive,3/17/2016
House of Cards: Season 4: Chapter 49,3/17/2016
House of Cards: Season 4: Chapter 48,3/16/2016
House of Cards: Season 4: Chapter 47,3/16/2016
Into the White,3/16/2016
House of Cards: Season 4: Chapter 46,3/16/2016
Family Guy: Season 10: Lottery Fever,3/16/2016
Family Guy: Season 9: It's a Trap,3/16/2016
Family Guy: Season 10: Seahorse Seashell Party,3/16/2016
House of Cards: Season 4: Chapter 45,3/15/2016
House of Cards: Season 4: Chapter 44,3/15/2016
House of Cards: Season 4: Chapter 43,3/15/2016
House of Cards: Season 4: Chapter 42,3/15/2016
House of Cards: Season 4: Chapter 41,3/15/2016
House of Cards: Season 4: Chapter 40,3/15/2016
"Family Guy: Season 8: Something, Something, Something Dark Side",3/15/2016
Raiders of the Lost Art: Vanishing Vermeers,3/14/2016
Raiders of the Lost Art: Leonardo and the Mona Lisa,3/14/2016
Family Guy: Season 9: And Then There Were Fewer Part 1,3/13/2016
Family Guy: Season 13: Take My Wife,3/9/2016
Family Guy: Season 13: Fighting Irish,3/9/2016
Chelsea Does: Chelsea Does Marriage,3/8/2016
Inglourious Basterds,3/7/2016
Family Guy: Season 13: Roasted Guy,3/7/2016
Family Guy: Season 13: Once Bitten,3/3/2016
House of Cards: Season 3: Chapter 39,3/2/2016
House of Cards: Season 3: Chapter 38,3/2/2016
Fuller House: Season 1: Mad Max,2/26/2016
Fuller House: Season 1: The Not-So-Great Escape,2/26/2016
Fuller House: Season 1: Funner House,2/26/2016
Fuller House: Season 1: Moving Day,2/26/2016
Experimenter,2/21/2016
Animal Fight Night: Rumble in the USA,2/20/2016
Animal Fight Night: Beach Brawl,2/20/2016
Next,2/20/2016
Cartel Land,2/20/2016
Family Guy: Season 12: Quagmire's Quagmire,2/19/2016
Family Guy: Season 12: Vestigial Peter,2/19/2016
Family Guy: Season 12: Finders Keepers,2/19/2016
World War II in Colour: Victory in the Pacific,2/19/2016
Family Guy: Season 11: No Country Club for Old Men,2/18/2016
Family Guy: Season 11: Roads to Vegas,2/18/2016
World War II in Colour: Victory in Europe,2/17/2016
World War II in Colour: The Island War,2/17/2016
World War II in Colour: Closing the Ring,2/17/2016
Family Guy: Season 11: Total Recall,2/15/2016
Family Guy: Season 11: Call Girl,2/13/2016
Family Guy: Season 11: Chris Cross,2/13/2016
Family Guy: Season 11: Valentine's Day in Quahog,2/13/2016
Family Guy: Season 11: The Giggity Wife,2/13/2016
Family Guy: Season 11: Brian's Play,2/13/2016
Family Guy: Season 11: Space Cadet,2/12/2016
"Family Guy: Season 11: Jesus, Mary and Jospeh!",2/12/2016
Family Guy: Season 11: Friends Without Benefits,2/12/2016
Family Guy: Season 11: Joe's Revenge,2/12/2016
Family Guy: Season 11: 200 Episodes Later,2/12/2016
Family Guy: Season 11: Yug Yilmaf,2/11/2016
Family Guy: Season 11: The Old Man and the Big C,2/11/2016
Family Guy: Season 11: Ratings Guy,2/11/2016
Family Guy: Season 11: Into Fat Air,2/11/2016
Family Guy: Season 10: Family Guy Viewer Mail #2,2/11/2016
Family Guy: Season 10: Internal Affairs,2/10/2016
Family Guy: Season 10: Tea Peter,2/10/2016
Family Guy: Season 10: Quagmire and Meg,2/8/2016
Family Guy: Season 10: Grumpy Old Man,2/8/2016
Family Guy: Season 10: Cool Hand Peter,2/7/2016
Family Guy: Season 10: Amish Guy,2/7/2016
Scrubs: My Sacrificial Clam,2/6/2016
Family Guy: Season 10: Back to the Pilot,2/4/2016
Family Guy: Season 10: Stewie Goes for a Drive,2/2/2016
Family Guy: Season 10: Screams of Silence: The Story of Brenda Q,2/2/2016
Unbreakable Kimmy Schmidt: Season 1: Kimmy Makes Waffles!,2/1/2016
Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes to Court!,2/1/2016
Unbreakable Kimmy Schmidt: Season 1: Kimmy Rides a Bike!,2/1/2016
The Boy in the Striped Pajamas,2/1/2016
Unbreakable Kimmy Schmidt: Season 1: Kimmy's in a Love Triangle!,1/31/2016
Unbreakable Kimmy Schmidt: Season 1: Kimmy Has a Birthday!,1/31/2016
Special Forces,1/31/2016
Family Guy: Season 9: And Then There Were Fewer Part 2,1/29/2016
Family Guy: Season 8: Hannah Banana,1/27/2016
Family Guy: Season 8: Brian's Got a Brand New Bag,1/27/2016
Family Guy: Season 8: Spies Reminiscent of Us,1/27/2016
Family Guy: Season 8: Family Goy,1/27/2016
Unbreakable Kimmy Schmidt: Season 1: Kimmy is Bad at Math!,1/25/2016
Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes to a Party!,1/25/2016
Family Guy: Season 8: Road to Multiverse,1/25/2016
Family Guy: Season 7: Road to Germany,1/25/2016
Making a Murderer: Part 1: Fighting for their Lives,1/24/2016
Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes to School!,1/24/2016
Unbreakable Kimmy Schmidt: Season 1: Kimmy Kisses a Boy!,1/24/2016
Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes to the Doctor!,1/24/2016
Family Guy: Season 7: Tales of a Third Grade Nothing,1/24/2016
Family Guy: Season 7: The Man with Two Brians,1/24/2016
Family Guy: Season 7: Baby Not on Board,1/24/2016
Making a Murderer: Part 1: Lack of Humility,1/23/2016
Making a Murderer: Part 1: The Great Burden,1/23/2016
Sirens: Season 2: Hypocritical Oath,1/23/2016
Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes on a Date!,1/23/2016
Unbreakable Kimmy Schmidt: Season 1: Kimmy Gets a Job!,1/23/2016
Jimmy Neutron: Boy Genius,1/23/2016
Unbreakable Kimmy Schmidt: Season 1: Kimmy Goes Outside!,1/23/2016
Sirens: Season 2: Let Pythons Be Pythons,1/23/2016
Sirens: Season 2: Screw the One Percent,1/23/2016
Sirens: Season 2: All the Single Ladies,1/23/2016
Sirens: Season 2: Transcendual,1/23/2016
Hawaii Five-0: Season 5: A Make Kaua (Until We Die),1/23/2016
Sirens: Season 2: Superdick,1/23/2016
Family Guy: Season 6: Long John Peter,1/23/2016
Family Guy: Season 6: Former Life of Brian,1/23/2016
Making a Murderer: Part 1: Framing Defense,1/22/2016
Making a Murderer: Part 1: Testing the Evidence,1/21/2016
Making a Murderer: Part 1: The Last Person to See Teresa Alive,1/21/2016
The Score,1/21/2016
Making a Murderer: Part 1: Indefensible,1/20/2016
Making a Murderer: Part 1: Plight of the Accused,1/19/2016
"Family Guy: Season 7: We Love You, Conrad",1/19/2016
Family Guy: Season 7: Stew-roids,1/19/2016
Family Guy: Season 7: Episode 420,1/19/2016
Family Guy: Season 7: Not All Dogs Go to Heaven,1/19/2016
Making a Murderer: Part 1: Turning the Tables,1/18/2016
Person of Interest: Season 2: Shadow Box,1/17/2016
Person of Interest: Season 2: C.O.D.,1/17/2016
Family Guy: Season 7: The Juice Is Loose,1/17/2016
Family Guy: Season 7: Family Gay,1/17/2016
Family Guy: Season 7: Ocean's 3 1/2,1/17/2016
Tom Segura: Mostly Stories,1/16/2016
Family Guy: Season 7: Love Blactually,1/15/2016
Family Guy: Season 6: Play It Again Brian,1/15/2016
Family Guy: Season 6: Back to the Woods,1/14/2016
Family Guy: Season 6: McStroke,1/14/2016
Family Guy: Season 6: Peter's Daughter,1/14/2016
Family Guy: Season 6: Padre de Familia,1/13/2016
Family Guy: Season 6: Lois Kills Stewie: Part 2,1/13/2016
Family Guy: Season 6: Stewie Kills Lois: Part 1,1/13/2016
Family Guy: Season 6: 100th Episode Special,1/13/2016
Family Guy: Season 6: Believe It or Not Joe's Walking on Air,1/12/2016
Nurse Jackie: Pilot,1/10/2016
Family Guy: Season 6: Movin' Out (Brian's Song),1/8/2016
Family Guy: Season 6: Blue Harvest,1/8/2016
Army Wives: Season 4: Trial & Error,1/7/2016
Army Wives: Season 4: New Orders,1/7/2016
Family Guy: Season 5: Meet the Quagmires,1/7/2016
Family Guy: Season 5: It Takes a Village Idiot (and I Married One),1/7/2016
Family Guy: Season 5: No Chris Left Behind,1/7/2016
Person of Interest: Blue Code,1/5/2016
Person of Interest: Foe,1/5/2016
Family Guy: Season 5: Boys Do Cry,1/5/2016
Family Guy: Season 5: No Meals on Wheels,1/5/2016
Family Guy: Season 5: Bill and Peter's Bogus Journey,1/4/2016
Family Guy: Season 5: The Tan Aquatic with Steve Zissou,1/4/2016
Family Guy: Season 5: Peter's Two Dads,1/3/2016
Jackie & Ryan,1/1/2016
John Mulaney: The Comeback Kid,1/1/2016
Homefront,12/30/2015
The Guest,12/28/2015
Darkness on the Edge of Town,12/28/2015
NCIS: Season 10: Extreme Prejudice,12/21/2015
NCIS: Season 2: The Good Wives Club,12/21/2015
NCIS: Season 1: Bête Noire,12/21/2015
Army Wives: Season 4: Over and Out,12/14/2015
Kill Bill: Vol. 2,12/8/2015
Kill Bill: Vol. 1,12/8/2015
Django Unchained,12/8/2015
Anjelah Johnson: Not Fancy,12/8/2015
Family Guy: Season 8: Quagmire's Baby,12/8/2015
A Bottle in the Gaza Sea,12/7/2015
Army Wives: Season 4: Heavy Losses,12/4/2015
Army Wives: Season 4: Evasive Maneuvers,12/4/2015
Army Wives: Season 4: Homefront,12/4/2015
Army Wives: Season 4: Guns & Roses,12/4/2015
Army Wives: Season 4: Be All You Can Be,12/4/2015
The Human Stain,12/4/2015
Hector and the Search for Happiness,12/4/2015
Bob Saget: That's What I'm Talkin' About,12/1/2015
Aziz Ansari: Buried Alive,11/29/2015
Aziz Ansari Live at Madison Square Garden,11/27/2015
Coldwater,11/21/2015
Army Wives: Season 4: Scars and Stripes,11/16/2015
Army Wives: Season 4: Collateral Damage,11/16/2015
Army Wives: Season 3: Fields of Fire,11/16/2015
Army Wives: Season 3: Fire in the Hole,11/16/2015
Army Wives: Season 3: Shrapnel and Alibis,11/16/2015
Army Wives: Season 3: As Time Goes By,11/16/2015
Gary Gulman: In This Economy?,11/14/2015
Masterpiece Classic: The Diary of Anne Frank,11/13/2015
Family Guy: Season 10: Leggo My Meg-O,11/11/2015
The Road Within,11/11/2015
"Family Guy: Season 10: You Can't Do That on Television, Peter",11/11/2015
Family Guy: Season 10: Forget-Me-Not,11/11/2015
Family Guy: Season 10: Killer Queen,11/11/2015
Family Guy: Season 10: Burning Down the Bayit,11/10/2015
Army Wives: Season 3: Need to Know Basis,11/8/2015
Army Wives: Season 3: Duty to Inform,11/8/2015
Army Wives: Season 3: First Response,11/8/2015
Army Wives: Season 3: Operation: Tango,11/8/2015
Family Guy: Season 10: Tom Tucker: The Man and His Dream,11/8/2015
Family Guy: Season 10: Livin' on a Prayer,11/8/2015
Army Wives: Season 3: M.I.A.,11/8/2015
Army Wives: Season 3: Coming Home,11/8/2015
Army Wives: Season 3: Post and Prejudice,11/8/2015
Sushi: The Global Catch,11/8/2015
Family Guy: Season 10: Thanksgiving,10/31/2015
Gifted Hands: The Ben Carson Story,10/31/2015
Family Guy: Season 10: The Blind Side,10/30/2015
Sleepy Hollow,10/29/2015
Army Wives: Season 3: Onward Christian Soldier,10/29/2015
Parenthood: Season 5: The Pontiac,10/26/2015
Family Guy: Season 8: Brian Griffin's House of Payne,10/26/2015
Family Guy: Season 8: Peter-assment,10/26/2015
"Family Guy: Season 8: Go Stewie, Go!",10/26/2015
Family Guy: Season 8: Extra-Large Medium,10/26/2015
The Addams Family,10/26/2015
Parenthood: Season 5: I'm Still Here,10/25/2015
Family Guy: Season 8: Dial Meg for Murder,10/25/2015
Family Guy: Season 8: Big Man on Hippocampus,10/25/2015
Family Guy: Season 8: Business Guy,10/25/2015
Family Guy: Season 8: Dog Gone,10/25/2015
Family Guy: Season 8: Jerome Is the New Black,10/24/2015
Army Wives: Season 3: Family Readiness,10/23/2015
Army Wives: Season 3: Disengagement,10/23/2015
Army Wives: Season 3: Incoming,10/23/2015
Army Wives: Season 3: Moving Out,10/23/2015
Army Wives: Season 3: About Face,10/23/2015
Family Guy: Season 12: Harpe the Love Sore,10/22/2015
Family Guy: Season 12: Secondhand Spoke,10/22/2015
Family Guy: Season 12: Fresh Heir,10/21/2015
Anthony Jeselnik: Thoughts and Prayers,10/21/2015
Parenthood: Season 5: You've Got Mold,10/19/2015
Army Wives: Season 3: Best Laid Plans,10/19/2015
Army Wives: Season 2: Duty Calls,10/19/2015
"Army Wives: Season 2: Departures, Arrivals",10/19/2015
Army Wives: Season 2: All in the Family,10/19/2015
Army Wives: Season 2: Sacrifices,10/19/2015
Army Wives: Season 2: Thank You for Letting Me Share,10/19/2015
Army Wives: Season 2: Payback,10/19/2015
Army Wives: Season 2: Safe Havens,10/18/2015
Army Wives: Season 2: Great Expectations,10/18/2015
Army Wives: Season 2: Mothers & Wives,10/18/2015
Army Wives: Season 2: Duplicity,10/18/2015
Army Wives: Season 2: Casting Out the Net,10/18/2015
Army Wives: Season 2: Loyalties,10/18/2015
Beasts of No Nation,10/16/2015
Clear and Present Danger,10/16/2015
Family Guy: Season 12: The Most Interesting Man in the World,10/16/2015
Army Wives: Season 2: Uncharted Territory,10/15/2015
Army Wives: Season 2: Thicker than Water,10/15/2015
Army Wives: Season 2: The Hero Returns,10/15/2015
Army Wives: Season 2: Leaving the Tribe,10/15/2015
Army Wives: Season 2: The Messenger,10/15/2015
Family Guy: Season 12: 3 Acts of God,10/14/2015
Witches of East End: Snake Eyes,10/14/2015
Witches of East End: Unburied,10/14/2015
Army Wives: Season 2: Strangers in a Strange Land,10/13/2015
Blue Bloods: Season 2: A Night on the Town,10/13/2015
Blue Bloods: Season 2: Innocence,10/13/2015
Batman Begins,10/13/2015
10.0 Earthquake,10/12/2015
Lilyhammer: Season 1: Reality Check,10/12/2015
Family Guy: Season 12: Mom's the Word,10/11/2015
Family Guy: Season 12: Brian's a Bad Father,10/11/2015
Family Guy: Season 12: Grimm Job,10/10/2015
Family Guy: Season 12: Peter Problems,10/10/2015
Family Guy: Season 12: Christmas Guy,10/10/2015
Reasonable Doubt,10/9/2015
The Bourne Supremacy,10/9/2015
The Bourne Identity,10/7/2015
Family Guy: Season 12: Into Harmony's Way,10/7/2015
Family Guy: Season 12: Boopa-Dee Bappa-Dee,10/6/2015
Family Guy: Season 12: A Fistful of Meg,10/5/2015
Army Wives: Season 2: Would You Know My Name,9/27/2015
Army Wives: Goodbye Stranger,9/27/2015
Army Wives: Truth and Consequences,9/27/2015
Army Wives: Dirty Laundry,9/27/2015
Army Wives: Nobody's Perfect,9/27/2015
Army Wives: Only the Lonely,9/27/2015
Vietnam in HD: The Beginning (1964-1965),9/27/2015
Enemy at the Gates,9/27/2015
The Bank Job,9/24/2015
Demetri Martin: Live (At the Time),9/19/2015
Copenhagen,9/19/2015
Cybercrimes with Ben Hammersley: Darknets,9/19/2015
The Best of Me,9/18/2015
Black or White,9/18/2015
Army Wives: Hail and Farewell,9/15/2015
Following,9/13/2015
Insomnia,9/13/2015
Fire with Fire,9/13/2015
Flight World War II,9/13/2015
Parenthood: Season 4: Left Field,9/12/2015
Star Trek Into Darkness,9/12/2015
Army Wives: Season 6: The Best of Friends,9/11/2015
Army Wives: Season 6: Perchance to Dream,9/11/2015
Army Wives: Season 6: Winds of War,9/11/2015
Army Wives: Season 5: Farewell to Arms,9/11/2015
Army Wives: Season 5: Firefight,9/11/2015
Army Wives: Who We Are,9/11/2015
Army Wives: Independence Day,9/11/2015
Army Wives: One of Our Own,9/11/2015
Army Wives: The Art of Separation,9/11/2015
Army Wives: After Birth,9/11/2015
Army Wives: A Tribe Is Born,9/11/2015
Parenthood: Season 3: Road Trip,9/9/2015
S.W.A.T.,9/8/2015
Army Wives: Season 5: Movement to Contact,9/7/2015
Army Wives: Season 5: Command Presence,9/7/2015
Army Wives: Season 5: Line of Departure,9/7/2015
Army Wives: Season 4: Forward March,9/7/2015
Seeking a Friend for the End of the World,9/7/2015
Army Wives: Season 4: Murder in Charleston,9/7/2015
"Army Wives: Season 4: Mud, Sweat & Tears",9/7/2015
Army Wives: Season 4: Hearts & Minds,9/7/2015
The League: The Draft,9/7/2015
Army Wives: Season 4: AWOL,9/7/2015
Family Guy: Season 5: Mother Tucker,9/4/2015
A Dark Truth,9/2/2015
Coach Carter,9/1/2015
Army Wives: Rules of Engagement,8/30/2015
Men in Black II,8/30/2015
The Switch,8/29/2015
Sons of Anarchy: Pilot,8/29/2015
Devil's Knot,8/29/2015
The Silence of the Lambs,8/28/2015
"Family Guy: Season 4: The Father, the Son and the Holy Fonz",8/26/2015
Family Guy: Season 4: The Fat Guy Strangler,8/24/2015
Blitz,8/24/2015
World War Z: Unrated Version,8/23/2015
The Frozen Ground,8/23/2015
Lord of War,8/20/2015
Seeking Justice,8/19/2015
Taking Lives,8/19/2015
Redemption,8/19/2015
The Prince,8/11/2015
Attack on Wall Street,8/6/2015
Family Guy: Season 9: Road to the North Pole Part 2,7/28/2015
Family Guy: Season 9: Road to the North Pole Part 1,7/28/2015
Family Guy: Season 9: And I'm Joyce Kinney,7/27/2015
Family Guy: Season 9: New Kidney in Town,7/27/2015
Pulp Fiction,7/26/2015
Todd Barry: The Crowd Work Tour,7/26/2015
Chris Tucker Live,7/26/2015
Family Guy: Season 9: Brian Writes a Bestseller,7/26/2015
Family Guy: Season 9: Baby You Knock Me Out,7/24/2015
Family Guy: Season 9: Halloween on Spooner Street,7/24/2015
The Double,7/24/2015
Hostage,7/19/2015
Family Guy: Season 9: Welcome Back Carter,7/19/2015
Family Guy: Season 8: Brian & Stewie,7/17/2015
Family Guy: Season 8: April in Quahog,7/17/2015
Lee Daniels' The Butler,7/17/2015
 ,7/13/2015
Mission: Impossible,7/13/2015
Family Guy: Season 10: Be Careful What You Fish For,7/11/2015
Nightcrawler,7/6/2015
Dawg Fight,7/6/2015
Family Guy: Season 9: The Big Bang Theory,7/5/2015
Family Guy: Season 9: Brothers & Sisters,7/5/2015
Family Guy: Season 9: Tiegs for Two,7/5/2015
Family Guy: Season 9: Trading Places,7/5/2015
Family Guy: Season 9: The Hand that Rocks the Wheelchair,7/2/2015
Family Guy: Season 9: German Guy,7/2/2015
Family Guy: Season 9: Friends of Peter G,7/2/2015
Family Guy: Season 7: Peter's Progress,7/1/2015
Four Brothers,7/1/2015
Jesus Henry Christ,6/25/2015
Orange Is the New Black: Season 3: Trust No Bitch,6/20/2015
Orange Is the New Black: Season 3: Don’t Make Me Come Back There,6/20/2015
3 Days to Kill,6/19/2015
Orange Is the New Black: Season 3: We Can Be Heroes,6/19/2015
Orange Is the New Black: Season 3: A Tittin' and a Hairin',6/19/2015
Orange Is the New Black: Season 3: Tongue-Tied,6/18/2015
Orange Is the New Black: Season 3: Where My Dreidel At,6/18/2015
"Orange Is the New Black: Season 3: Fear, and Other Smells",6/18/2015
Family Guy: Season 12: Chap Stewie,6/18/2015
Family Guy: Season 12: He's Bla-Ack!,6/16/2015
Family Guy: Season 12: Meg Stinks!,6/16/2015
Family Guy: Season 12: Baby Got Black,6/15/2015
Orange Is the New Black: Season 3: Ching Chong Chang,6/14/2015
Orange Is the New Black: Season 3: Fake It Till You Fake It Some More,6/14/2015
Orange Is the New Black: Season 3: Finger in the Dyke,6/14/2015
Orange Is the New Black: Season 3: Empathy Is a Boner Killer,6/13/2015
Orange Is the New Black: Season 3: Bed Bugs and Beyond,6/13/2015
Orange Is the New Black: Season 3: Mother's Day,6/12/2015
Unplanned America: When Fantasy Meets Reality,6/4/2015
Space Cowboys,6/3/2015
Hot Girls Wanted,6/2/2015
Jack Ryan: Shadow Recruit,6/2/2015
Out of the Furnace,5/29/2015
K-19: The Widowmaker,5/29/2015
